year,sexe,age,esperance
2010,femmes,79,12.2
2011,femmes,79,12.5
2012,femmes,79,12.1
2013,femmes,79,12.3
2014,femmes,79,11.8
2015,femmes,79,11.6
2016,femmes,79,11.8
2017,femmes,79,11.8
2018,femmes,79,12.0
2019,femmes,79,12.0
2020,femmes,79,11.6
2021,femmes,79,11.8
2022,femmes,79,11.7
2023,femmes,79,12.2
2024,femmes,79,12.2
1998,femmes,80,9.8
1999,femmes,80,9.8
2000,femmes,80,9.9
2001,femmes,80,9.8
2002,femmes,80,9.7
2003,femmes,80,9.3
2004,femmes,80,10.3
2005,femmes,80,10.1
2006,femmes,80,10.8
2007,femmes,80,11.1
2008,femmes,80,11.1
2009,femmes,80,11.2
2010,femmes,80,11.5
2011,femmes,80,11.8
2012,femmes,80,11.4
2013,femmes,80,11.6
2014,femmes,80,11.1
2015,femmes,80,10.9
2016,femmes,80,11.1
2017,femmes,80,11.1
2018,femmes,80,11.2
2019,femmes,80,11.3
2020,femmes,80,10.9
2021,femmes,80,11.1
2022,femmes,80,11.0
2023,femmes,80,11.4
2024,femmes,80,11.5
1998,femmes,81,9.2
1999,femmes,81,9.1
2000,femmes,81,9.3
2001,femmes,81,9.2
2002,femmes,81,9.0
2003,femmes,81,8.6
2004,femmes,81,9.6
2005,femmes,81,9.5
2006,femmes,81,10.2
2007,femmes,81,10.4
2008,femmes,81,10.5
2009,femmes,81,10.6
2010,femmes,81,10.8
2011,femmes,81,11.1
2012,femmes,81,10.7
2013,femmes,81,10.9
2014,femmes,81,10.4
2015,femmes,81,10.1
2016,femmes,81,10.4
2017,femmes,81,10.4
2018,femmes,81,10.5
2019,femmes,81,10.6
2020,femmes,81,10.2
2021,femmes,81,10.4
2022,femmes,81,10.3
2023,femmes,81,10.7
2024,femmes,81,10.8
1998,femmes,82,8.6
1999,femmes,82,8.5
2000,femmes,82,8.6
2001,femmes,82,8.6
2002,femmes,82,8.4
2003,femmes,82,8.0
2004,femmes,82,8.9
2005,femmes,82,8.8
2006,femmes,82,9.5
2007,femmes,82,9.8
2008,femmes,82,9.8
2009,femmes,82,9.9
2010,femmes,82,10.2
2011,femmes,82,10.5
2012,femmes,82,10.0
2013,femmes,82,10.2
2014,femmes,82,9.7
2015,femmes,82,9.5
2016,femmes,82,9.7
2017,femmes,82,9.7
2018,femmes,82,9.8
2019,femmes,82,9.9
2020,femmes,82,9.5
2021,femmes,82,9.7
2022,femmes,82,9.6
2023,femmes,82,10.0
2024,femmes,82,10.1
1998,femmes,83,8.0
1999,femmes,83,8.0
2000,femmes,83,8.1
2001,femmes,83,8.0
2002,femmes,83,7.8
2003,femmes,83,7.4
2004,femmes,83,8.3
2005,femmes,83,8.2
2006,femmes,83,8.9
2007,femmes,83,9.2
2008,femmes,83,9.2
2009,femmes,83,9.3
2010,femmes,83,9.6
2011,femmes,83,9.9
2012,femmes,83,9.4
2013,femmes,83,9.6
2014,femmes,83,9.0
2015,femmes,83,8.8
2016,femmes,83,9.0
2017,femmes,83,9.0
2018,femmes,83,9.1
2019,femmes,83,9.2
2020,femmes,83,8.8
2021,femmes,83,9.1
2022,femmes,83,8.9
2023,femmes,83,9.3
2024,femmes,83,9.4
1998,femmes,84,7.5
1999,femmes,84,7.4
2000,femmes,84,7.5
2001,femmes,84,7.4
2002,femmes,84,7.2
2003,femmes,84,6.8
2004,femmes,84,7.7
2005,femmes,84,7.6
2006,femmes,84,8.3
2007,femmes,84,8.6
2008,femmes,84,8.7
2009,femmes,84,8.8
2010,femmes,84,9.0
2011,femmes,84,9.3
2012,femmes,84,8.8
2013,femmes,84,9.0
2014,femmes,84,8.4
2015,femmes,84,8.2
2016,femmes,84,8.4
2017,femmes,84,8.4
2018,femmes,84,8.5
2019,femmes,84,8.6
2020,femmes,84,8.2
2021,femmes,84,8.4
2022,femmes,84,8.3
2023,femmes,84,8.7
2024,femmes,84,8.7
2014,femmes,85,7.8
2015,femmes,85,7.5
2016,femmes,85,7.8
2017,femmes,85,7.8
2018,femmes,85,7.9
2019,femmes,85,7.9
2020,femmes,85,7.6
2021,femmes,85,7.8
2022,femmes,85,7.7
2023,femmes,85,8.1
2024,femmes,85,8.1
2014,femmes,86,7.2
2015,femmes,86,7.0
2016,femmes,86,7.2
2017,femmes,86,7.2
2018,femmes,86,7.3
2019,femmes,86,7.3
2020,femmes,86,7.0
2021,femmes,86,7.2
2022,femmes,86,7.1
2023,femmes,86,7.5
2024,femmes,86,7.5
2014,femmes,87,6.7
2015,femmes,87,6.4
2016,femmes,87,6.6
2017,femmes,87,6.6
2018,femmes,87,6.7
2019,femmes,87,6.8
2020,femmes,87,6.5
2021,femmes,87,6.7
2022,femmes,87,6.5
2023,femmes,87,6.9
2024,femmes,87,7.0
2014,femmes,88,6.1
2015,femmes,88,5.9
2016,femmes,88,6.1
2017,femmes,88,6.1
2018,femmes,88,6.2
2019,femmes,88,6.2
2020,femmes,88,5.9
2021,femmes,88,6.1
2022,femmes,88,6.0
2023,femmes,88,6.4
2024,femmes,88,6.4
2014,femmes,89,5.7
2015,femmes,89,5.4
2016,femmes,89,5.6
2017,femmes,89,5.6
2018,femmes,89,5.7
2019,femmes,89,5.8
2020,femmes,89,5.4
2021,femmes,89,5.6
2022,femmes,89,5.5
2023,femmes,89,5.9
2024,femmes,89,5.9
2014,femmes,90,5.2
2015,femmes,90,5.0
2016,femmes,90,5.2
2017,femmes,90,5.2
2018,femmes,90,5.3
2019,femmes,90,5.3
2020,femmes,90,5.0
2021,femmes,90,5.2
2022,femmes,90,5.0
2023,femmes,90,5.4
2024,femmes,90,5.4
2014,femmes,91,4.8
2015,femmes,91,4.6
2016,femmes,91,4.8
2017,femmes,91,4.8
2018,femmes,91,4.9
2019,femmes,91,4.9
2020,femmes,91,4.6
2021,femmes,91,4.8
2022,femmes,91,4.6
2023,femmes,91,4.9
2024,femmes,91,5.0
2014,femmes,92,4.4
2015,femmes,92,4.2
2016,femmes,92,4.4
2017,femmes,92,4.4
2018,femmes,92,4.5
2019,femmes,92,4.5
2020,femmes,92,4.2
2021,femmes,92,4.4
2022,femmes,92,4.2
2023,femmes,92,4.5
2024,femmes,92,4.6
2014,femmes,93,4.0
2015,femmes,93,3.8
2016,femmes,93,4.1
2017,femmes,93,4.1
2018,femmes,93,4.1
2019,femmes,93,4.1
2020,femmes,93,3.9
2021,femmes,93,4.0
2022,femmes,93,3.8
2023,femmes,93,4.1
2024,femmes,93,4.2
2014,femmes,94,3.7
2015,femmes,94,3.5
2016,femmes,94,3.8
2017,femmes,94,3.8
2018,femmes,94,3.8
2019,femmes,94,3.8
2020,femmes,94,3.6
2021,femmes,94,3.7
2022,femmes,94,3.5
2023,femmes,94,3.8
2024,femmes,94,3.9
2014,femmes,95,3.5
2015,femmes,95,3.3
2016,femmes,95,3.5
2017,femmes,95,3.6
2018,femmes,95,3.6
2019,femmes,95,3.6
2020,femmes,95,3.3
2021,femmes,95,3.5
2022,femmes,95,3.2
2023,femmes,95,3.5
2024,femmes,95,3.6
1998,hommes,0,74.8
1999,hommes,0,75.0
2000,hommes,0,75.3
2001,hommes,0,75.5
2002,hommes,0,75.7
2003,hommes,0,75.7
2004,hommes,0,76.7
2005,hommes,0,76.7
2006,hommes,0,77.3
2007,hommes,0,77.6
2008,hommes,0,77.8
2009,hommes,0,78.0
2010,hommes,0,78.2
2011,hommes,0,78.7
2012,hommes,0,78.7
2013,hommes,0,79.0
2014,hommes,0,79.2
2015,hommes,0,79.0
2016,hommes,0,79.3
2017,hommes,0,79.4
2018,hommes,0,79.5
2019,hommes,0,79.7
2020,hommes,0,79.1
2021,hommes,0,79.2
2022,hommes,0,79.3
2023,hommes,0,80.0
2024,hommes,0,80.2
1998,hommes,1,74.2
1999,hommes,1,74.4
2000,hommes,1,74.7
2001,hommes,1,74.8
2002,hommes,1,75.0
2003,hommes,1,75.1
2004,hommes,1,76.0
2005,hommes,1,76.1
2006,hommes,1,76.6
2007,hommes,1,76.9
2008,hommes,1,77.1
2009,hommes,1,77.3
2010,hommes,1,77.6
2011,hommes,1,78.0
2012,hommes,1,78.0
2013,hommes,1,78.3
2014,hommes,1,78.5
2015,hommes,1,78.3
2016,hommes,1,78.6
2017,hommes,1,78.7
2018,hommes,1,78.9
2019,hommes,1,79.0
2020,hommes,1,78.4
2021,hommes,1,78.5
2022,hommes,1,78.7
2023,hommes,1,79.4
2024,hommes,1,79.5
1998,hommes,2,73.2
1999,hommes,2,73.4
2000,hommes,2,73.7
2001,hommes,2,73.9
2002,hommes,2,74.1
2003,hommes,2,74.1
2004,hommes,2,75.1
2005,hommes,2,75.1
2006,hommes,2,75.7
2007,hommes,2,76.0
2008,hommes,2,76.2
2009,hommes,2,76.3
2010,hommes,2,76.6
2011,hommes,2,77.0
2012,hommes,2,77.0
2013,hommes,2,77.3
2014,hommes,2,77.6
2015,hommes,2,77.3
2016,hommes,2,77.6
2017,hommes,2,77.8
2018,hommes,2,77.9
2019,hommes,2,78.1
2020,hommes,2,77.5
2021,hommes,2,77.5
2022,hommes,2,77.7
2023,hommes,2,78.4
2024,hommes,2,78.6
1998,hommes,3,72.3
1999,hommes,3,72.4
2000,hommes,3,72.8
2001,hommes,3,72.9
2002,hommes,3,73.1
2003,hommes,3,73.2
2004,hommes,3,74.1
2005,hommes,3,74.1
2006,hommes,3,74.7
2007,hommes,3,75.0
2008,hommes,3,75.2
2009,hommes,3,75.4
2010,hommes,3,75.6
2011,hommes,3,76.1
2012,hommes,3,76.1
2013,hommes,3,76.3
2014,hommes,3,76.6
2015,hommes,3,76.4
2016,hommes,3,76.6
2017,hommes,3,76.8
2018,hommes,3,76.9
2019,hommes,3,77.1
2020,hommes,3,76.5
2021,hommes,3,76.5
2022,hommes,3,76.7
2023,hommes,3,77.4
2024,hommes,3,77.6
1998,hommes,4,71.3
1999,hommes,4,71.5
2000,hommes,4,71.8
2001,hommes,4,71.9
2002,hommes,4,72.1
2003,hommes,4,72.2
2004,hommes,4,73.1
2005,hommes,4,73.1
2006,hommes,4,73.7
2007,hommes,4,74.0
2008,hommes,4,74.2
2009,hommes,4,74.4
2010,hommes,4,74.6
2011,hommes,4,75.1
2012,hommes,4,75.1
2013,hommes,4,75.4
2014,hommes,4,75.6
2015,hommes,4,75.4
2016,hommes,4,75.6
2017,hommes,4,75.8
2018,hommes,4,75.9
2019,hommes,4,76.1
2020,hommes,4,75.5
2021,hommes,4,75.5
2022,hommes,4,75.7
2023,hommes,4,76.4
2024,hommes,4,76.6
1998,hommes,5,70.3
1999,hommes,5,70.5
2000,hommes,5,70.8
2001,hommes,5,70.9
2002,hommes,5,71.1
2003,hommes,5,71.2
2004,hommes,5,72.1
2005,hommes,5,72.1
2006,hommes,5,72.7
2007,hommes,5,73.0
2008,hommes,5,73.2
2009,hommes,5,73.4
2010,hommes,5,73.6
2011,hommes,5,74.1
2012,hommes,5,74.1
2013,hommes,5,74.4
2014,hommes,5,74.6
2015,hommes,5,74.4
2016,hommes,5,74.7
2017,hommes,5,74.8
2018,hommes,5,74.9
2019,hommes,5,75.1
2020,hommes,5,74.5
2021,hommes,5,74.5
2022,hommes,5,74.7
2023,hommes,5,75.4
2024,hommes,5,75.6
1998,hommes,6,69.3
1999,hommes,6,69.5
2000,hommes,6,69.8
2001,hommes,6,69.9
2002,hommes,6,70.1
2003,hommes,6,70.2
2004,hommes,6,71.1
2005,hommes,6,71.2
2006,hommes,6,71.7
2007,hommes,6,72.0
2008,hommes,6,72.2
2009,hommes,6,72.4
2010,hommes,6,72.6
2011,hommes,6,73.1
2012,hommes,6,73.1
2013,hommes,6,73.4
2014,hommes,6,73.6
2015,hommes,6,73.4
2016,hommes,6,73.7
2017,hommes,6,73.8
2018,hommes,6,73.9
2019,hommes,6,74.1
2020,hommes,6,73.5
2021,hommes,6,73.6
2022,hommes,6,73.7
2023,hommes,6,74.4
2024,hommes,6,74.6
1998,hommes,7,68.3
1999,hommes,7,68.5
2000,hommes,7,68.8
2001,hommes,7,69.0
2002,hommes,7,69.1
2003,hommes,7,69.2
2004,hommes,7,70.1
2005,hommes,7,70.2
2006,hommes,7,70.7
2007,hommes,7,71.0
2008,hommes,7,71.2
2009,hommes,7,71.4
2010,hommes,7,71.6
2011,hommes,7,72.1
2012,hommes,7,72.1
2013,hommes,7,72.4
2014,hommes,7,72.6
2015,hommes,7,72.4
2016,hommes,7,72.7
2017,hommes,7,72.8
2018,hommes,7,72.9
2019,hommes,7,73.1
2020,hommes,7,72.5
2021,hommes,7,72.6
2022,hommes,7,72.7
2023,hommes,7,73.4
2024,hommes,7,73.6
1998,hommes,8,67.3
1999,hommes,8,67.5
2000,hommes,8,67.8
2001,hommes,8,68.0
2002,hommes,8,68.2
2003,hommes,8,68.2
2004,hommes,8,69.1
2005,hommes,8,69.2
2006,hommes,8,69.7
2007,hommes,8,70.0
2008,hommes,8,70.2
2009,hommes,8,70.4
2010,hommes,8,70.7
2011,hommes,8,71.1
2012,hommes,8,71.1
2013,hommes,8,71.4
2014,hommes,8,71.6
2015,hommes,8,71.4
2016,hommes,8,71.7
2017,hommes,8,71.8
2018,hommes,8,71.9
2019,hommes,8,72.1
2020,hommes,8,71.5
2021,hommes,8,71.6
2022,hommes,8,71.7
2023,hommes,8,72.4
2024,hommes,8,72.6
1998,hommes,9,66.3
1999,hommes,9,66.5
2000,hommes,9,66.8
2001,hommes,9,67.0
2002,hommes,9,67.2
2003,hommes,9,67.2
2004,hommes,9,68.1
2005,hommes,9,68.2
2006,hommes,9,68.7
2007,hommes,9,69.0
2008,hommes,9,69.2
2009,hommes,9,69.4
2010,hommes,9,69.7
2011,hommes,9,70.1
2012,hommes,9,70.1
2013,hommes,9,70.4
2014,hommes,9,70.6
2015,hommes,9,70.4
2016,hommes,9,70.7
2017,hommes,9,70.8
2018,hommes,9,70.9
2019,hommes,9,71.1
2020,hommes,9,70.5
2021,hommes,9,70.6
2022,hommes,9,70.7
2023,hommes,9,71.5
2024,hommes,9,71.6
1998,hommes,10,65.3
1999,hommes,10,65.5
2000,hommes,10,65.8
2001,hommes,10,66.0
2002,hommes,10,66.2
2003,hommes,10,66.2
2004,hommes,10,67.1
2005,hommes,10,67.2
2006,hommes,10,67.7
2007,hommes,10,68.0
2008,hommes,10,68.2
2009,hommes,10,68.4
2010,hommes,10,68.7
2011,hommes,10,69.1
2012,hommes,10,69.1
2013,hommes,10,69.4
2014,hommes,10,69.6
2015,hommes,10,69.4
2016,hommes,10,69.7
2017,hommes,10,69.8
2018,hommes,10,69.9
2019,hommes,10,70.1
2020,hommes,10,69.5
2021,hommes,10,69.6
2022,hommes,10,69.8
2023,hommes,10,70.5
2024,hommes,10,70.6
1998,hommes,11,64.3
1999,hommes,11,64.5
2000,hommes,11,64.9
2001,hommes,11,65.0
2002,hommes,11,65.2
2003,hommes,11,65.2
2004,hommes,11,66.1
2005,hommes,11,66.2
2006,hommes,11,66.7
2007,hommes,11,67.0
2008,hommes,11,67.2
2009,hommes,11,67.4
2010,hommes,11,67.7
2011,hommes,11,68.1
2012,hommes,11,68.1
2013,hommes,11,68.4
2014,hommes,11,68.6
2015,hommes,11,68.4
2016,hommes,11,68.7
2017,hommes,11,68.8
2018,hommes,11,69.0
2019,hommes,11,69.2
2020,hommes,11,68.5
2021,hommes,11,68.6
2022,hommes,11,68.8
2023,hommes,11,69.5
2024,hommes,11,69.6
1998,hommes,12,63.4
1999,hommes,12,63.5
2000,hommes,12,63.9
2001,hommes,12,64.0
2002,hommes,12,64.2
2003,hommes,12,64.3
2004,hommes,12,65.2
2005,hommes,12,65.2
2006,hommes,12,65.8
2007,hommes,12,66.0
2008,hommes,12,66.2
2009,hommes,12,66.4
2010,hommes,12,66.7
2011,hommes,12,67.1
2012,hommes,12,67.1
2013,hommes,12,67.4
2014,hommes,12,67.6
2015,hommes,12,67.4
2016,hommes,12,67.7
2017,hommes,12,67.8
2018,hommes,12,68.0
2019,hommes,12,68.2
2020,hommes,12,67.5
2021,hommes,12,67.6
2022,hommes,12,67.8
2023,hommes,12,68.5
2024,hommes,12,68.6
1998,hommes,13,62.4
1999,hommes,13,62.6
2000,hommes,13,62.9
2001,hommes,13,63.0
2002,hommes,13,63.2
2003,hommes,13,63.3
2004,hommes,13,64.2
2005,hommes,13,64.2
2006,hommes,13,64.8
2007,hommes,13,65.0
2008,hommes,13,65.2
2009,hommes,13,65.4
2010,hommes,13,65.7
2011,hommes,13,66.1
2012,hommes,13,66.1
2013,hommes,13,66.4
2014,hommes,13,66.6
2015,hommes,13,66.4
2016,hommes,13,66.7
2017,hommes,13,66.9
2018,hommes,13,67.0
2019,hommes,13,67.2
2020,hommes,13,66.5
2021,hommes,13,66.6
2022,hommes,13,66.8
2023,hommes,13,67.5
2024,hommes,13,67.6
1998,hommes,14,61.4
1999,hommes,14,61.6
2000,hommes,14,61.9
2001,hommes,14,62.0
2002,hommes,14,62.2
2003,hommes,14,62.3
2004,hommes,14,63.2
2005,hommes,14,63.2
2006,hommes,14,63.8
2007,hommes,14,64.1
2008,hommes,14,64.3
2009,hommes,14,64.4
2010,hommes,14,64.7
2011,hommes,14,65.1
2012,hommes,14,65.1
2013,hommes,14,65.4
2014,hommes,14,65.7
2015,hommes,14,65.4
2016,hommes,14,65.7
2017,hommes,14,65.9
2018,hommes,14,66.0
2019,hommes,14,66.2
2020,hommes,14,65.5
2021,hommes,14,65.6
2022,hommes,14,65.8
2023,hommes,14,66.5
2024,hommes,14,66.7
1998,hommes,15,60.4
1999,hommes,15,60.6
2000,hommes,15,60.9
2001,hommes,15,61.0
2002,hommes,15,61.2
2003,hommes,15,61.3
2004,hommes,15,62.2
2005,hommes,15,62.2
2006,hommes,15,62.8
2007,hommes,15,63.1
2008,hommes,15,63.3
2009,hommes,15,63.5
2010,hommes,15,63.7
2011,hommes,15,64.1
2012,hommes,15,64.1
2013,hommes,15,64.4
2014,hommes,15,64.7
2015,hommes,15,64.4
2016,hommes,15,64.7
2017,hommes,15,64.9
2018,hommes,15,65.0
2019,hommes,15,65.2
2020,hommes,15,64.5
2021,hommes,15,64.6
2022,hommes,15,64.8
2023,hommes,15,65.5
2024,hommes,15,65.7
1998,hommes,16,59.4
1999,hommes,16,59.6
2000,hommes,16,59.9
2001,hommes,16,60.1
2002,hommes,16,60.2
2003,hommes,16,60.3
2004,hommes,16,61.2
2005,hommes,16,61.2
2006,hommes,16,61.8
2007,hommes,16,62.1
2008,hommes,16,62.3
2009,hommes,16,62.5
2010,hommes,16,62.7
2011,hommes,16,63.2
2012,hommes,16,63.2
2013,hommes,16,63.5
2014,hommes,16,63.7
2015,hommes,16,63.5
2016,hommes,16,63.7
2017,hommes,16,63.9
2018,hommes,16,64.0
2019,hommes,16,64.2
2020,hommes,16,63.6
2021,hommes,16,63.6
2022,hommes,16,63.8
2023,hommes,16,64.5
2024,hommes,16,64.7
1998,hommes,17,58.4
1999,hommes,17,58.6
2000,hommes,17,59.0
2001,hommes,17,59.1
2002,hommes,17,59.3
2003,hommes,17,59.3
2004,hommes,17,60.2
2005,hommes,17,60.3
2006,hommes,17,60.8
2007,hommes,17,61.1
2008,hommes,17,61.3
2009,hommes,17,61.5
2010,hommes,17,61.7
2011,hommes,17,62.2
2012,hommes,17,62.2
2013,hommes,17,62.5
2014,hommes,17,62.7
2015,hommes,17,62.5
2016,hommes,17,62.7
2017,hommes,17,62.9
2018,hommes,17,63.0
2019,hommes,17,63.2
2020,hommes,17,62.6
2021,hommes,17,62.6
2022,hommes,17,62.8
2023,hommes,17,63.5
2024,hommes,17,63.7
1998,hommes,18,57.5
1999,hommes,18,57.7
2000,hommes,18,58.0
2001,hommes,18,58.1
2002,hommes,18,58.3
2003,hommes,18,58.4
2004,hommes,18,59.3
2005,hommes,18,59.3
2006,hommes,18,59.9
2007,hommes,18,60.1
2008,hommes,18,60.3
2009,hommes,18,60.5
2010,hommes,18,60.8
2011,hommes,18,61.2
2012,hommes,18,61.2
2013,hommes,18,61.5
2014,hommes,18,61.7
2015,hommes,18,61.5
2016,hommes,18,61.8
2017,hommes,18,61.9
2018,hommes,18,62.0
2019,hommes,18,62.2
2020,hommes,18,61.6
2021,hommes,18,61.7
2022,hommes,18,61.8
2023,hommes,18,62.5
2024,hommes,18,62.7
1998,hommes,19,56.5
1999,hommes,19,56.7
2000,hommes,19,57.0
2001,hommes,19,57.2
2002,hommes,19,57.4
2003,hommes,19,57.4
2004,hommes,19,58.3
2005,hommes,19,58.3
2006,hommes,19,58.9
2007,hommes,19,59.2
2008,hommes,19,59.4
2009,hommes,19,59.6
2010,hommes,19,59.8
2011,hommes,19,60.2
2012,hommes,19,60.2
2013,hommes,19,60.5
2014,hommes,19,60.7
2015,hommes,19,60.5
2016,hommes,19,60.8
2017,hommes,19,60.9
2018,hommes,19,61.1
2019,hommes,19,61.3
2020,hommes,19,60.6
2021,hommes,19,60.7
2022,hommes,19,60.9
2023,hommes,19,61.6
2024,hommes,19,61.7
1998,hommes,20,55.6
1999,hommes,20,55.8
2000,hommes,20,56.1
2001,hommes,20,56.3
2002,hommes,20,56.4
2003,hommes,20,56.5
2004,hommes,20,57.3
2005,hommes,20,57.4
2006,hommes,20,57.9
2007,hommes,20,58.2
2008,hommes,20,58.4
2009,hommes,20,58.6
2010,hommes,20,58.8
2011,hommes,20,59.3
2012,hommes,20,59.3
2013,hommes,20,59.5
2014,hommes,20,59.8
2015,hommes,20,59.6
2016,hommes,20,59.8
2017,hommes,20,60.0
2018,hommes,20,60.1
2019,hommes,20,60.3
2020,hommes,20,59.6
2021,hommes,20,59.7
2022,hommes,20,59.9
2023,hommes,20,60.6
2024,hommes,20,60.8
1998,hommes,21,54.6
1999,hommes,21,54.9
2000,hommes,21,55.2
2001,hommes,21,55.3
2002,hommes,21,55.5
2003,hommes,21,55.5
2004,hommes,21,56.4
2005,hommes,21,56.4
2006,hommes,21,57.0
2007,hommes,21,57.3
2008,hommes,21,57.4
2009,hommes,21,57.6
2010,hommes,21,57.9
2011,hommes,21,58.3
2012,hommes,21,58.3
2013,hommes,21,58.6
2014,hommes,21,58.8
2015,hommes,21,58.6
2016,hommes,21,58.9
2017,hommes,21,59.0
2018,hommes,21,59.1
2019,hommes,21,59.3
2020,hommes,21,58.7
2021,hommes,21,58.7
2022,hommes,21,58.9
2023,hommes,21,59.6
2024,hommes,21,59.8
1998,hommes,22,53.7
1999,hommes,22,53.9
2000,hommes,22,54.2
2001,hommes,22,54.4
2002,hommes,22,54.5
2003,hommes,22,54.6
2004,hommes,22,55.5
2005,hommes,22,55.5
2006,hommes,22,56.0
2007,hommes,22,56.3
2008,hommes,22,56.5
2009,hommes,22,56.7
2010,hommes,22,56.9
2011,hommes,22,57.4
2012,hommes,22,57.3
2013,hommes,22,57.6
2014,hommes,22,57.8
2015,hommes,22,57.6
2016,hommes,22,57.9
2017,hommes,22,58.0
2018,hommes,22,58.2
2019,hommes,22,58.3
2020,hommes,22,57.7
2021,hommes,22,57.8
2022,hommes,22,58.0
2023,hommes,22,58.7
2024,hommes,22,58.8
1998,hommes,23,52.8
1999,hommes,23,53.0
2000,hommes,23,53.3
2001,hommes,23,53.4
2002,hommes,23,53.6
2003,hommes,23,53.6
2004,hommes,23,54.5
2005,hommes,23,54.5
2006,hommes,23,55.1
2007,hommes,23,55.4
2008,hommes,23,55.5
2009,hommes,23,55.7
2010,hommes,23,56.0
2011,hommes,23,56.4
2012,hommes,23,56.4
2013,hommes,23,56.7
2014,hommes,23,56.9
2015,hommes,23,56.7
2016,hommes,23,56.9
2017,hommes,23,57.1
2018,hommes,23,57.2
2019,hommes,23,57.4
2020,hommes,23,56.7
2021,hommes,23,56.8
2022,hommes,23,57.0
2023,hommes,23,57.7
2024,hommes,23,57.9
1998,hommes,24,51.8
1999,hommes,24,52.0
2000,hommes,24,52.3
2001,hommes,24,52.5
2002,hommes,24,52.6
2003,hommes,24,52.7
2004,hommes,24,53.6
2005,hommes,24,53.6
2006,hommes,24,54.1
2007,hommes,24,54.4
2008,hommes,24,54.6
2009,hommes,24,54.8
2010,hommes,24,55.0
2011,hommes,24,55.4
2012,hommes,24,55.4
2013,hommes,24,55.7
2014,hommes,24,55.9
2015,hommes,24,55.7
2016,hommes,24,56.0
2017,hommes,24,56.1
2018,hommes,24,56.2
2019,hommes,24,56.4
2020,hommes,24,55.8
2021,hommes,24,55.8
2022,hommes,24,56.0
2023,hommes,24,56.7
2024,hommes,24,56.9
1998,hommes,25,50.9
1999,hommes,25,51.1
2000,hommes,25,51.4
2001,hommes,25,51.5
2002,hommes,25,51.7
2003,hommes,25,51.7
2004,hommes,25,52.6
2005,hommes,25,52.6
2006,hommes,25,53.2
2007,hommes,25,53.4
2008,hommes,25,53.6
2009,hommes,25,53.8
2010,hommes,25,54.1
2011,hommes,25,54.5
2012,hommes,25,54.5
2013,hommes,25,54.7
2014,hommes,25,54.9
2015,hommes,25,54.7
2016,hommes,25,55.0
2017,hommes,25,55.1
2018,hommes,25,55.3
2019,hommes,25,55.4
2020,hommes,25,54.8
2021,hommes,25,54.9
2022,hommes,25,55.1
2023,hommes,25,55.8
2024,hommes,25,55.9
1998,hommes,26,50.0
1999,hommes,26,50.2
2000,hommes,26,50.4
2001,hommes,26,50.6
2002,hommes,26,50.8
2003,hommes,26,50.8
2004,hommes,26,51.6
2005,hommes,26,51.7
2006,hommes,26,52.2
2007,hommes,26,52.5
2008,hommes,26,52.7
2009,hommes,26,52.9
2010,hommes,26,53.1
2011,hommes,26,53.5
2012,hommes,26,53.5
2013,hommes,26,53.8
2014,hommes,26,54.0
2015,hommes,26,53.8
2016,hommes,26,54.0
2017,hommes,26,54.2
2018,hommes,26,54.3
2019,hommes,26,54.5
2020,hommes,26,53.8
2021,hommes,26,53.9
2022,hommes,26,54.1
2023,hommes,26,54.8
2024,hommes,26,55.0
1998,hommes,27,49.0
1999,hommes,27,49.2
2000,hommes,27,49.5
2001,hommes,27,49.7
2002,hommes,27,49.8
2003,hommes,27,49.8
2004,hommes,27,50.7
2005,hommes,27,50.7
2006,hommes,27,51.3
2007,hommes,27,51.5
2008,hommes,27,51.7
2009,hommes,27,51.9
2010,hommes,27,52.1
2011,hommes,27,52.6
2012,hommes,27,52.5
2013,hommes,27,52.8
2014,hommes,27,53.0
2015,hommes,27,52.8
2016,hommes,27,53.1
2017,hommes,27,53.2
2018,hommes,27,53.3
2019,hommes,27,53.5
2020,hommes,27,52.9
2021,hommes,27,53.0
2022,hommes,27,53.1
2023,hommes,27,53.8
2024,hommes,27,54.0
1998,hommes,28,48.1
1999,hommes,28,48.3
2000,hommes,28,48.6
2001,hommes,28,48.7
2002,hommes,28,48.9
2003,hommes,28,48.9
2004,hommes,28,49.7
2005,hommes,28,49.8
2006,hommes,28,50.3
2007,hommes,28,50.6
2008,hommes,28,50.8
2009,hommes,28,51.0
2010,hommes,28,51.2
2011,hommes,28,51.6
2012,hommes,28,51.6
2013,hommes,28,51.9
2014,hommes,28,52.1
2015,hommes,28,51.8
2016,hommes,28,52.1
2017,hommes,28,52.2
2018,hommes,28,52.4
2019,hommes,28,52.6
2020,hommes,28,51.9
2021,hommes,28,52.0
2022,hommes,28,52.2
2023,hommes,28,52.9
2024,hommes,28,53.1
1998,hommes,29,47.1
1999,hommes,29,47.3
2000,hommes,29,47.6
2001,hommes,29,47.8
2002,hommes,29,47.9
2003,hommes,29,47.9
2004,hommes,29,48.8
2005,hommes,29,48.8
2006,hommes,29,49.3
2007,hommes,29,49.6
2008,hommes,29,49.8
2009,hommes,29,50.0
2010,hommes,29,50.2
2011,hommes,29,50.7
2012,hommes,29,50.6
2013,hommes,29,50.9
2014,hommes,29,51.1
2015,hommes,29,50.9
2016,hommes,29,51.1
2017,hommes,29,51.3
2018,hommes,29,51.4
2019,hommes,29,51.6
